chr11	65769627	65769628	EIF1AD	1000	-
chr11	65769628	65769629	EIF1AD	1000	-
chr11	65769637	65769638	EIF1AD	1000	-
chr2	207024309	207024310	EEF1B2	1000	+
chr11	65769625	65769626	EIF1AD	1000	-
chr2	207024329	207024330	EEF1B2	1000	+
chr11	65769647	65769648	EIF1AD	1000	-
chr2	207024318	207024319	EEF1B2	1000	+
chr2	70485269	70485270	PCYOX1	1000	+
chr8	74888444	74888445	TMEM70	1000	+
chr11	65769550	65769551	BANF1	1000	+
chr2	219151572	219151573	TMBIM1	1000	-
chr11	65769699	65769700	BANF1	1000	+
chr15	65282274	65282275	SPG21	1000	-
chr11	65770052	65770053	BANF1	1000	+
chr5	6378707	6378708	MED10	1000	-
chr11	65770253	65770254	BANF1	1000	+
chr15	65281812	65281813	SPG21	1000	-
chr2	219150657	219150658	TMBIM1	1000	-
chr20	54967450	54967451	CSTF1	1000	+
chrX	47050260	47050261	UBA1	1000	+
chr2	71558894	71558895	ZNF638	1000	+
chrX	47053241	47053242	UBA1	1000	+
chr2	71558894	71558895	ZNF638	1000	+
chr9	127177718	127177719	PSMB7	1000	-
chr16	81069452	81069453	ATMIN	1000	+
chr19	12912673	12912674	PRDX2	1000	-
chr6	97345757	97345758	NDUFAF4	1000	-
chr6	160146617	160146618	WTAP	1000	+
chr6	160148532	160148533	WTAP	1000	+
chr8	42911296	42911297	FNTA	1000	+
chr14	61201480	61201481	MNAT1	1000	+
chr8	87526656	87526657	CPNE3	1000	+
chr16	81040719	81040720	CMC2	1000	-
chr16	81032264	81032265	CMC2	1000	-
chr16	81040499	81040500	CMC2	1000	-
chr16	81053875	81053876	CMC2	1000	-
chr7	105162705	105162706	PUS7	1000	-
chr7	105162705	105162706	PUS7	1000	-
chr2	27255822	27255823	TMEM214	1000	+
chr6	160210781	160210782	TCP1	1000	-
chr18	5296039	5296040	ZBTB14	1000	-
chr18	5296194	5296195	ZBTB14	1000	-
chr11	45939606	45939607	PEX16	1000	-
chr18	5297052	5297053	ZBTB14	1000	-
chr18	5295701	5295702	ZBTB14	1000	-
chr5	143550223	143550224	YIPF5	1000	-
chr19	2015723	2015724	BTBD2	1000	-
chr5	143550194	143550195	YIPF5	1000	-
chrX	150565676	150565677	VMA21	1000	+
chr10	65281123	65281124	REEP3	1000	+
chr10	60028818	60028819	CISD1	1000	+
chr2	70520903	70520904	SNRPG	1000	-
chr5	131892630	131892631	RAD50	1000	+
chr2	55237585	55237586	RTN4	1000	-
chr2	62132782	62132783	COMMD1	1000	+
chr6	41755400	41755401	TOMM6	1000	+
chr6	41755403	41755404	TOMM6	1000	+
chr3	15468862	15468863	EAF1	1000	+
chr11	71814433	71814434	LAMTOR1	1000	-
chr2	62115939	62115940	CCT4	1000	-
chr12	49245946	49245947	DDX23	1000	-
chr6	42946958	42946959	PEX6	1000	-
chr7	43909156	43909157	MRPS24	1000	-
chr11	1330852	1330853	TOLLIP	1000	-
chr11	503570	503571	RNH1	1000	-
chr11	506800	506801	RNH1	1000	-
chr11	507253	507254	RNH1	1000	-
chr8	141467861	141467862	TRAPPC9	1000	-
chr11	507218	507219	RNH1	1000	-
chr11	506785	506786	RNH1	1000	-
chr11	507221	507222	RNH1	1000	-
chr11	507300	507301	RNH1	1000	-
chr11	506821	506822	RNH1	1000	-
chr2	48115858	48115859	FBXO11	1000	-
chr9	103189438	103189439	MSANTD3	1000	+
chr9	134406655	134406656	UCK1	1000	-
chr9	103189711	103189712	MSANTD3	1000	+
chr9	103191796	103191797	MSANTD3	1000	+
chr7	105172532	105172533	RINT1	1000	+
chr2	26256979	26256980	RAB10	1000	+
chr2	70529222	70529223	FAM136A	1000	-
chr20	388697	388698	RBCK1	1000	+
chr10	180405	180406	ZMYND11	1000	+
chr5	133561833	133561834	PPP2CA	1000	-
chr10	181009	181010	ZMYND11	1000	+
chr14	31889788	31889789	HEATR5A	1000	-
chr2	48010221	48010222	MSH6	1000	+
chrX	40594783	40594784	MED14	1000	-
chr13	96329393	96329394	DNAJC3	1000	+
chr2	96874556	96874557	STARD7	1000	-
chr20	13765532	13765533	ESF1	1000	-
chr19	19431653	19431654	SUGP1	1000	-
chr13	47371367	47371368	ESD	1000	-
chr14	50779359	50779360	ATP5S	1000	+
chr9	134378331	134378332	POMT1	1000	+
chr9	134378289	134378290	POMT1	1000	+
chr16	11035988	11035989	DEXI	1000	-
chr16	11036317	11036318	DEXI	1000	-
chr16	11036317	11036318	DEXI	1000	-
chr17	7210692	7210693	EIF5A	1000	+
chr17	7210859	7210860	EIF5A	1000	+
chr17	7210921	7210922	EIF5A	1000	+
chr17	7211293	7211294	EIF5A	1000	+
chr17	7211293	7211294	EIF5A	1000	+
chr17	7211690	7211691	EIF5A	1000	+
chr14	53173890	53173891	PSMC6	1000	+
chr16	21963981	21963982	UQCRC2	1000	+
chr17	900357	900358	TIMM22	1000	+
chr14	53173896	53173897	PSMC6	1000	+
chr3	40547530	40547531	ZNF620	1000	+
chr19	19030206	19030207	COPE	1000	-
chr6	32157963	32157964	PBX2	1000	-
chr17	80376513	80376514	OGFOD3	1000	-
chr2	9614659	9614660	IAH1	1000	+
chr16	2009509	2009510	NDUFB10	1000	+
chr8	104427617	104427618	DCAF13	1000	+
chr6	116892530	116892531	RWDD1	1000	+
chr8	104427332	104427333	SLC25A32	1000	-
chr19	19030484	19030485	DDX49	1000	+
chr17	7218662	7218663	GPS2	1000	-
chr17	7218883	7218884	GPS2	1000	-
chrX	11129421	11129422	HCCS	1000	+
chrX	11129462	11129463	HCCS	1000	+
chrX	11129485	11129486	HCCS	1000	+
chr15	65321965	65321966	MTFMT	1000	-
chrX	154299637	154299638	CMC4	1000	-
chrX	154293643	154293644	CMC4	1000	-
chr5	137090065	137090066	HNRNPA0	1000	-
chr2	96931732	96931733	TMEM127	1000	-
chr2	96931732	96931733	TMEM127	1000	-
chr20	49126891	49126892	PTPN1	1000	+
chr6	10694928	10694929	PAK1IP1	1000	+
chr10	99205774	99205775	EXOSC1	1000	-
chr11	125766225	125766226	PUS3	1000	-
chrX	77359671	77359672	PGK1	1000	+
chr11	125773116	125773117	PUS3	1000	-
chr19	10812127	10812128	QTRT1	1000	+
chrX	103411301	103411302	FAM199X	1000	+
chr16	30773318	30773319	RNF40	1000	+
chr1	6296000	6296001	ICMT	1000	-
chr7	27702614	27702615	HIBADH	1000	-
chr3	9834431	9834432	TADA3	1000	-
chr3	9834695	9834696	TADA3	1000	-
chr6	35436185	35436186	RPL10A	1000	+
chr17	61851135	61851136	CCDC47	1000	-
chr10	120840316	120840317	EIF3A	1000	-
chr17	61850930	61850931	CCDC47	1000	-
chr5	10250033	10250034	CCT5	1000	+
chr10	120840335	120840336	EIF3A	1000	-
chr22	38245379	38245380	EIF3L	1000	+
chrX	107334848	107334849	PSMD10	1000	-
chr9	133569108	133569109	EXOSC2	1000	+
chr11	34938046	34938047	APIP	1000	-
chr11	47198633	47198634	ARFGAP2	1000	-
chr10	17686124	17686125	STAM	1000	+
chr17	39845145	39845146	EIF1	1000	+
chr3	9885700	9885701	RPUSD3	1000	-
chr2	20251789	20251790	LAPTM4A	1000	-
chr2	220363589	220363590	GMPPA	1000	+
chr7	43966043	43966044	UBE2D4	1000	+
chr11	34938119	34938120	PDHX	1000	+
chr6	144164481	144164482	LTV1	1000	+
chr2	220363623	220363624	GMPPA	1000	+
chr18	57027194	57027195	LMAN1	1000	-
chr2	220363628	220363629	GMPPA	1000	+
chr2	220363637	220363638	GMPPA	1000	+
chr8	27630151	27630152	CCDC25	1000	-
chr3	9404526	9404527	THUMPD3	1000	+
chr3	9404736	9404737	THUMPD3	1000	+
chr3	9404782	9404783	THUMPD3	1000	+
chr6	17600586	17600587	FAM8A1	1000	+
chr21	40752170	40752171	WRB	1000	+
chr11	9336327	9336328	TMEM41B	1000	-
chr11	9336114	9336115	TMEM41B	1000	-
chr2	29117509	29117510	WDR43	1000	+
chr11	68671288	68671289	MRPL21	1000	-
chr6	41888837	41888838	MED20	1000	-
chr2	88927094	88927095	EIF2AK3	1000	-
chr17	55927417	55927418	MRPS23	1000	-
chr10	6130950	6130951	RBM17	1000	+
chr10	6131309	6131310	RBM17	1000	+
chr6	30585021	30585022	PPP1R10	1000	-
chr13	37679801	37679802	CSNK1A1L	1000	-
chr20	443197	443198	TBC1D20	1000	-
chr6	30585486	30585487	MRPS18B	1000	+
chr2	96931870	96931871	CIAO1	1000	+
chr10	60144782	60144783	TFAM	1000	+
chr19	15391262	15391263	BRD4	1000	-
chr16	67226072	67226073	E2F4	1000	+
chr6	99395802	99395803	FBXL4	1000	-
chr6	99395882	99395883	FBXL4	1000	-
chr14	51135049	51135050	SAV1	1000	-
chr11	61197545	61197546	SDHAF2	1000	+
chr19	46389428	46389429	IRF2BP1	1000	-
chr8	141521397	141521398	CHRAC1	1000	+
chr13	48611703	48611704	NUDT15	1000	+
chr18	39535171	39535172	PIK3C3	1000	+
chr4	37892708	37892709	TBC1D1	1000	+
chr2	97523832	97523833	ANKRD39	1000	-
chr3	44803154	44803155	KIAA1143	1000	-
chr19	46405862	46405863	MYPOP	1000	-
chr17	26684545	26684546	POLDIP2	1000	-
chr13	48575409	48575410	SUCLA2	1000	-
chr2	97481987	97481988	CNNM3	1000	+
chr13	48575490	48575491	SUCLA2	1000	-
chr2	26467594	26467595	HADHA	1000	-
chr17	26662730	26662731	TNFAIP1	1000	+
chr5	52083774	52083775	PELO	1000	+
chr6	4776669	4776670	CDYL	1000	+
chr5	85913721	85913722	COX7C	1000	+
chr5	85913773	85913774	COX7C	1000	+
chr5	74807581	74807582	POLK	1000	+
chr5	72144011	72144012	TNPO1	1000	+
chr9	33473928	33473929	NOL6	1000	-
chr19	1383630	1383631	NDUFS7	1000	+
chr16	53737875	53737876	FTO	1000	+
chr16	83841448	83841449	HSBP1	1000	+
chr16	83841594	83841595	HSBP1	1000	+
chr17	2415180	2415181	METTL16	1000	-
chr11	63742079	63742080	COX8A	1000	+
chr15	65477680	65477681	CLPX	1000	-
chr5	95297775	95297776	ELL2	1000	-
chr8	144351528	144351529	GLI4	1000	+
chr8	144349607	144349608	GLI4	1000	+
chr17	34890869	34890870	PIGW	1000	+
chr17	34891403	34891404	PIGW	1000	+
chr6	10723208	10723209	TMEM14C	1000	+
chr6	10723148	10723149	TMEM14C	1000	+
chr17	53046146	53046147	COX11	1000	-
chr20	49522095	49522096	ADNP	1000	-
chr9	104160896	104160897	MRPL50	1000	-
chr17	34842479	34842480	ZNHIT3	1000	+
chr20	49547912	49547913	ADNP	1000	-
chr20	49547958	49547959	ADNP	1000	-
chr2	227700652	227700653	RHBDD1	1000	+
chr20	49526328	49526329	ADNP	1000	-
chr20	49547527	49547528	ADNP	1000	-
chr2	227700671	227700672	RHBDD1	1000	+
chr10	13390297	13390298	SEPHS1	1000	-
chr2	20646835	20646836	RHOB	1000	+
chr4	38665817	38665818	KLF3	1000	+
chr11	82868030	82868031	PCF11	1000	+
chr18	9102628	9102629	NDUFV2	1000	+
chr11	236546	236547	PSMD13	1000	+
chr2	96971253	96971254	SNRNP200	1000	-
chr20	49575087	49575088	DPM1	1000	-
chr10	70480971	70480972	CCAR1	1000	+
chr9	100459639	100459640	XPA	1000	-
chr11	65337901	65337902	SSSCA1	1000	+
chr11	9406169	9406170	IPO7	1000	+
chr22	38302304	38302305	MICALL1	1000	+
chr7	6098861	6098862	EIF2AK1	1000	-
chr11	207511	207512	RIC8A	1000	+
chr20	47538427	47538428	ARFGEF2	1000	+
chr19	36036497	36036498	TMEM147	1000	+
chr6	26124138	26124139	HIST1H2BC	1000	-
chr6	26124154	26124155	HIST1H2BC	1000	-
chr19	15490603	15490604	AKAP8	1000	-
chrX	154444643	154444644	VBP1	1000	+
chr9	140445651	140445652	MRPL41	1000	+
chr4	1723058	1723059	TMEM129	1000	-
chr4	1723058	1723059	TMEM129	1000	-
chrX	48814861	48814862	OTUD5	1000	-
chrX	48814893	48814894	OTUD5	1000	-
chr8	109260994	109260995	EIF3E	1000	-
chr2	109335937	109335938	RANBP2	1000	+
chr16	56485287	56485288	NUDT21	1000	-
chr11	18343842	18343843	GTF2H1	1000	+
chr16	56485402	56485403	OGFOD1	1000	+
chr10	22604903	22604904	COMMD3	1000	+
chr2	37458856	37458857	CEBPZ	1000	-
chr11	18344143	18344144	GTF2H1	1000	+
chr9	139685807	139685808	TMEM141	1000	+
chr10	22605338	22605339	COMMD3-BMI1	1000	+
chr14	53258319	53258320	GNPNAT1	1000	-
chr5	14871894	14871895	ANKH	1000	-
chr10	22610140	22610141	BMI1	1000	+
chr12	49412980	49412981	PRKAG1	1000	-
chr5	32174456	32174457	GOLPH3	1000	-
chr17	33307513	33307514	LIG3	1000	+
chr6	42952237	42952238	PPP2R5D	1000	+
chr9	100745643	100745644	ANP32B	1000	+
chr17	56084707	56084708	SRSF1	1000	-
chr22	19419425	19419426	MRPL40	1000	+
chr17	2497040	2497041	PAFAH1B1	1000	+
chr6	42981951	42981952	KLHDC3	1000	+
chr22	38349670	38349671	POLR2F	1000	+
chr19	10946966	10946967	TMED1	1000	-
chr2	172778975	172778976	HAT1	1000	+
chr6	99873184	99873185	PNISR	1000	-
chr6	99873207	99873208	PNISR	1000	-
chr6	10747992	10747993	TMEM14B	1000	+
chr10	103815950	103815951	C10orf76	1000	-
chr17	33288549	33288550	ZNF830	1000	+
chrX	154842597	154842598	TMLHE	1000	-
chr9	100819021	100819022	NANS	1000	+
chr7	105925638	105925639	NAMPT	1000	-
chr9	130890741	130890742	PTGES2	1000	-
chr17	56160776	56160777	DYNLL2	1000	+
chr7	33149002	33149003	RP9	1000	-
chr10	85899196	85899197	GHITM	1000	+
chrX	11776278	11776279	MSL3	1000	+
chr17	20946352	20946353	USP22	1000	-
chr6	75994684	75994685	TMEM30A	1000	-
chr11	47664175	47664176	MTCH2	1000	-
chr10	5734779	5734780	FAM208B	1000	+
chr2	73460356	73460357	PRADC1	1000	-
chr16	89724253	89724254	CHMP1A	1000	-
chr5	86708836	86708837	CCNH	1000	-
chr5	99871009	99871010	FAM174A	1000	+
chr5	6714902	6714903	PAPD7	1000	+
chr1	1167645	1167646	B3GALT6	1000	+
chr10	103825147	103825148	HPS6	1000	+
chr19	3985467	3985468	EEF2	1000	-
chrX	56590072	56590073	UBQLN2	1000	+
chr11	94706776	94706777	CWC15	1000	-
chr6	70507003	70507004	LMBRD1	1000	-
chr16	1821731	1821732	NME3	1000	-
chr5	10353879	10353880	MARCH6	1000	+
chr2	113342018	113342019	CHCHD5	1000	+
chr22	29138019	29138020	HSCB	1000	+
chr2	71222075	71222076	TEX261	1000	-
chr6	7590432	7590433	SNRNP48	1000	+
chr19	1249887	1249888	MIDN	1000	+
chr19	1248552	1248553	MIDN	1000	+
chr19	19626564	19626565	NDUFA13	1000	+
chr9	19049393	19049394	RRAGA	1000	+
chr9	6015618	6015619	RANBP6	1000	-
chr11	63953587	63953588	STIP1	1000	+
chr19	12992282	12992283	DNASE2	1000	-
chr2	73461366	73461367	CCT7	1000	+
chr9	32573160	32573161	NDUFB6	1000	-
chr5	145583163	145583164	RBM27	1000	+
chr12	4758273	4758274	NDUFA9	1000	+
chr11	62359649	62359650	TUT1	1000	-
chr8	109455853	109455854	EMC2	1000	+
chr2	228189955	228189956	MFF	1000	+
chr16	84150511	84150512	MBTPS1	1000	-
chr6	5261172	5261173	LYRM4	1000	-
chr6	8102811	8102812	EEF1E1	1000	-
chr2	113403434	113403435	SLC20A1	1000	+
chr19	3572936	3572937	HMG20B	1000	+
chr3	44903361	44903362	TMEM42	1000	+
chr9	79009421	79009422	RFK	1000	-
chr17	26684604	26684605	TMEM199	1000	+
chr17	46018889	46018890	PNPO	1000	+
chr19	33071974	33071975	PDCD5	1000	+
chr9	4679566	4679567	CDC37L1	1000	+
chr5	133706870	133706871	UBE2B	1000	+
chr20	30310400	30310401	BCL2L1	1000	-
chr20	30310701	30310702	BCL2L1	1000	-
chr21	16437255	16437256	NRIP1	1000	-
chr21	16437321	16437322	NRIP1	1000	-
chr21	16437126	16437127	NRIP1	1000	-
chr11	94800361	94800362	SRSF8	1000	+
chr16	23464501	23464502	COG7	1000	-
chr10	81107234	81107235	PPIF	1000	+
chr13	20357057	20357058	PSPC1	1000	-
chr13	20357159	20357160	PSPC1	1000	-
chr17	38296576	38296577	CASC3	1000	+
chr10	13628927	13628928	PRPF18	1000	+
chr5	137878989	137878990	ETF1	1000	-
chr16	2034214	2034215	GFER	1000	+
chr2	86426580	86426581	MRPL35	1000	+
chr20	25371612	25371613	ABHD12	1000	-
chr19	55791728	55791729	HSPBP1	1000	-
chr19	55791545	55791546	HSPBP1	1000	-
chr19	55791224	55791225	HSPBP1	1000	-
chr10	5855512	5855513	GDI2	1000	-
chr13	48807294	48807295	ITM2B	1000	+
chr8	110346614	110346615	NUDCD1	1000	-
chr1	17380665	17380666	SDHB	1000	-
chr8	82633535	82633536	ZFAND1	1000	-
chr4	71554196	71554197	UTP3	1000	+
chr18	9475007	9475008	RALBP1	1000	+
chr18	9475668	9475669	RALBP1	1000	+
chr9	127624240	127624241	RPL35	1000	-
chr16	67753324	67753325	GFOD2	1000	-
chr14	73493920	73493921	ZFYVE1	1000	-
chr6	5261277	5261278	FARS2	1000	+
chr6	5261759	5261760	FARS2	1000	+
chr19	36606248	36606249	POLR2I	1000	-
chr6	160211498	160211499	MRPL18	1000	+
chr11	18415935	18415936	LDHA	1000	+
chr12	27175483	27175484	MED21	1000	+
chr2	171785036	171785037	GORASP2	1000	+
chr9	33817565	33817566	UBE2R2	1000	+
chr19	36605888	36605889	TBCB	1000	+
chr3	48754683	48754684	IP6K2	1000	-
chr11	18417825	18417826	LDHA	1000	+
chr11	18418101	18418102	LDHA	1000	+
chr10	115439428	115439429	CASP7	1000	+
chr10	115439636	115439637	CASP7	1000	+
chr10	115439699	115439700	CASP7	1000	+
chr6	693111	693112	EXOC2	1000	-
chr10	115438921	115438922	CASP7	1000	+
chr16	88729518	88729519	MVD	1000	-
chr11	62369312	62369313	MTA2	1000	-
chr5	443273	443274	EXOC3	1000	+
chr5	446264	446265	EXOC3	1000	+
chr9	4741318	4741319	AK3	1000	-
chr8	90996944	90996945	NBN	1000	-
chr12	16035329	16035330	STRAP	1000	+
chr9	127624409	127624410	ARPC5L	1000	+
chr9	127631484	127631485	ARPC5L	1000	+
chr1	1209265	1209266	UBE2J2	1000	-
chr1	1209106	1209107	UBE2J2	1000	-
chr19	16683193	16683194	SLC35E1	1000	-
chr9	127703378	127703379	GOLGA1	1000	-
chr16	640089	640090	RAB40C	1000	+
chr16	639669	639670	RAB40C	1000	+
chr16	639357	639358	RAB40C	1000	+
chr16	640077	640078	RAB40C	1000	+
chr17	10600911	10600912	ADPRM	1000	+
chr2	129076151	129076152	HS6ST1	1000	-
chr2	70120692	70120693	SNRNP27	1000	+
chr17	10600885	10600886	SCO1	1000	-
chr17	65362743	65362744	PSMD12	1000	-
chr11	119205237	119205238	RNF26	1000	+
chr11	93475111	93475112	TAF1D	1000	-
chr5	141303373	141303374	KIAA0141	1000	+
chr5	141303420	141303421	KIAA0141	1000	+
chr2	27357543	27357544	PREB	1000	-
chr16	103628	103629	POLR3K	1000	-
chr3	47422510	47422511	PTPN23	1000	+
chr16	22308730	22308731	POLR3E	1000	+
chr19	10514209	10514210	CDC37	1000	-
chr19	4066943	4066944	ZBTB7A	1000	-
chr19	4065730	4065731	ZBTB7A	1000	-
chr5	16465901	16465902	ZNF622	1000	-
chr11	65656010	65656011	FIBP	1000	-
chr22	18111584	18111585	ATP6V1E1	1000	-
chr19	41256764	41256765	SNRPA	1000	+
chr22	38453207	38453208	PICK1	1000	+
chr19	15560762	15560763	WIZ	1000	-
chr13	99853028	99853029	UBAC2	1000	+
chr9	139743546	139743547	PHPT1	1000	+
chr22	38453414	38453415	PICK1	1000	+
chr11	47236493	47236494	DDB2	1000	+
chr19	41223008	41223009	ITPKC	1000	+
chr12	16064106	16064107	DERA	1000	+
chr9	132371163	132371164	NTMT1	1000	+
chr9	132388452	132388453	NTMT1	1000	+
chr9	132388723	132388724	NTMT1	1000	+
chr9	132382492	132382493	NTMT1	1000	+
chr9	132388432	132388433	NTMT1	1000	+
chr11	6704632	6704633	MRPL17	1000	-
chr11	57103351	57103352	SSRP1	1000	-
chr9	132404444	132404445	ASB6	1000	-
chr20	44420576	44420577	DNTTIP1	1000	+
chr14	67826966	67826967	ATP6V1D	1000	-
chr9	35732332	35732333	CREB3	1000	+
chr14	67826714	67826715	EIF2S1	1000	+
chr14	67830725	67830726	EIF2S1	1000	+
chr2	177134147	177134148	MTX2	1000	+
chr9	86571632	86571633	C9orf64	1000	-
chr5	141348604	141348605	RNF14	1000	+
chr5	141346402	141346403	RNF14	1000	+
chr5	141346402	141346403	RNF14	1000	+
chr5	141348451	141348452	RNF14	1000	+
chr15	75165706	75165707	SCAMP2	1000	-
chr5	137911133	137911134	HSPA9	1000	-
chr6	42185603	42185604	MRPS10	1000	-
chr20	32308106	32308107	PXMP4	1000	-
chr19	14606944	14606945	GIPC1	1000	-
chr19	14606944	14606945	GIPC1	1000	-
chr19	14606944	14606945	GIPC1	1000	-
chr19	4124126	4124127	MAP2K2	1000	-
chr7	106809406	106809407	HBP1	1000	+
chr7	106809460	106809461	HBP1	1000	+
chr7	106810218	106810219	HBP1	1000	+
chr10	30638248	30638249	MTPAP	1000	-
chr17	42100519	42100520	TMEM101	1000	-
chr17	42092345	42092346	TMEM101	1000	-
chr10	120938345	120938346	PRDX3	1000	-
chr8	61429416	61429417	RAB2A	1000	+
chr12	22199108	22199109	CMAS	1000	+
chr10	101380121	101380122	SLC25A28	1000	-
chr15	40226354	40226355	EIF2AK4	1000	+
chr10	134351324	134351325	INPP5A	1000	+
chr5	133984479	133984480	SEC24A	1000	+
